"","id","rate","povertytotalrate","povertymale","povertyedu","povertyover16female","povertyover16male","povertyfemaleunemployed","povertymaleunemployed","povertyage16to17","povertyage18to24","povertyage25to34","povertyage35to44","occupationssales","occupationsservice","employedfemalerate","employedNoHI","unemployedpublicHI","medianagemale","medianagefemale","age15to19Female","age20to24Female","age25to29Female","age30to34Female","age15to19Male","age20to24Male","age25to29Male","age30to34Male","lessHSearning","HSearning","Collegeearning"
"13","1019",119.9,0.581977177,0.500130718954248,0.671021688006271,0.412382052763335,0.531677257847102,10.2,40.3,0,0.0337254901960784,0.0789542483660131,0.0572549019607843,0.163691993880673,0.122386537480877,0.397162462908012,0.0736676040880719,0.00617326291240826,45,46.5,0.0628404818537558,0.0465740811785468,0.0534796286350035,0.044732601856825,0.0611544461778471,0.0605304212168487,0.0577223088923557,0.0397035881435257,22047,31284,30440
"14","1021",161.1,0.605085529,0.502180779064521,0.612397311426438,0.422754300276067,0.506317689530686,33.1,32.4,0.00105278989321703,0.0636185892615431,0.167995187246202,0.10633177921492,0.222514285714286,0.133257142857143,0.452340377187003,0.113010223991259,0.00889721376726762,37,40.1,0.0551262467427442,0.0569233534010243,0.0675262826848773,0.0665378740228233,0.0736434108527132,0.0603543743078627,0.0669988925802879,0.0642764857881137,25216,29763,36474
"15","1023",54.1,0.576699029,0.507772020725389,0.587988826815642,0.405696202531646,0.487974683544304,53.8,18.9,0,0.0117757889778615,0.0668864813942534,0.143193593970796,0.209427767354597,0.162288930581614,0.341024296451669,0.0781100641813464,0.011470708725932,44.2,47.7,0.0517443564936969,0.0498387569627675,0.0499853415420698,0.049545587804163,0.0726051495282265,0.0566128258435951,0.0556532864225172,0.0478170478170478,23750,30608,30944
"16","1025",178.5,0.593039269,0.45778364116095,0.609067017082786,0.355548075844272,0.500504880511612,64.1,44.5,0.00369393139841689,0.0345646437994723,0.0759894459102902,0.138786279683377,0.20400156924284,0.136001046161894,0.300607095427813,0.0538417594972865,0.0179948586118252,41.4,43,0.0656911581569116,0.0603985056039851,0.0552615193026152,0.050980697384807,0.0664702313892018,0.0693300979287633,0.0565040298119421,0.0499176705087096,25809,31776,40794
"17","1027",202,0.601226994,0.480104712041885,0.5995841995842,0.45,0.486148648648649,45.3,25.6,0,0.10261780104712,0.0617801047120419,0.0842931937172775,0.154817755322988,0.135149765427643,0.470255957634598,0.10395256916996,0.010935441370224,43.5,44.1,0.0594446051489731,0.0624819207405265,0.0546716806479607,0.0555394851026902,0.0745668316831683,0.0696163366336634,0.036664603960396,0.0301670792079208,18009,33611,33002
"18","1029",127.5,0.588239307,0.392230576441103,0.549098933431409,0.416529740387775,0.508215576733487,40.2,42.5,0.018796992481203,0.0488721804511278,0.113617376775272,0.0835421888053467,0.224946695095949,0.104832977967306,0.412262156448203,0.099179450588655,0.00677845165893685,41.7,44,0.0531539767532976,0.0491053937573462,0.0544599712681207,0.0581167559096252,0.0670237604724626,0.0527400082406263,0.0598818843565444,0.0560362587556654,21849,32586,33598
"19","1031",273.7,0.603283038,0.554924959011225,0.510389268805892,0.446614132317284,0.494024939383443,34.2,24.5,0.00327910203052087,0.0890402320595283,0.165216294614706,0.106444696683062,0.190840046029919,0.165431530494822,0.4979243097123,0.0907882307665396,0.0110905083441206,38.1,40.1,0.0584045584045584,0.0615230615230615,0.0600600600600601,0.0593285593285593,0.069289721102947,0.0588607094888204,0.0674330410049775,0.0658133838982381,22776,26239,33179
"20","1033",253.2,0.596617955,0.426238802585327,0.59578827546955,0.454160198044728,0.487223597532833,48.4,25,0.00147409003288355,0.0974033337113051,0.104887175416714,0.136410023812224,0.234533784988411,0.148912462114459,0.464071342822843,0.0613648610098577,0.00570541063108181,41.2,44.3,0.0518648838845883,0.0584799437016186,0.0624560168895144,0.0524982406755806,0.0636625119846596,0.0576030680728667,0.0667689357622244,0.0570661553211889,24267,30108,34148
"21","1035",176.4,0.574347791,0.439980158730159,0.576671511627907,0.426199681601092,0.458949283602456,66.3,23.3,0.000496031746031746,0.035218253968254,0.066468253968254,0.097718253968254,0.230986639260021,0.192446043165468,0.349822661937652,0.086403698887444,0.00346770697876029,42.7,46.2,0.0721012814574649,0.0421491431218157,0.052956615717153,0.0265555040914003,0.0670863011429518,0.056319363922478,0.0576445254265364,0.0703992049030976,34574,25776,21552
"22","1037",260.4,0.601415997,0.590729225551159,0.637422892392049,0.458629383451753,0.483382993353197,27,21.3,0,0.0344827586206897,0.0853589598643301,0.0836630864895421,0.245742092457421,0.184428223844282,0.436042710830246,0.0663887107119949,0.00384862091084028,46,48.5,0.0459469555472544,0.0550989914082929,0.0489353754202465,0.0603287261860291,0.0552626795128159,0.0516269769132885,0.0590801672423196,0.0450827122341392,20577,26784,33885
"23","1039",164.5,0.580249276,0.437770302739068,0.597284392718591,0.414528082317633,0.498009432228823,53.5,39.5,0.00432484382508409,0.0696780394041326,0.108601633829889,0.0932244113407016,0.208336129941607,0.139740922209544,0.428327321055629,0.0826692270763322,0.0085453672587614,42.1,45.2,0.0532353094530476,0.0505761509984879,0.059492152875541,0.0564158715261484,0.0586066475896984,0.0594871230464451,0.0599823904908651,0.0539841514417786,22701,28622,31746
"24","1041",230.7,0.599077666,0.464836223506744,0.618715083798883,0.425071320691391,0.51669743245511,20,24,0.0163776493256262,0.0684007707129094,0.11223506743738,0.104527938342967,0.235210263720599,0.157875980042766,0.438994800693241,0.0866616428033157,0.00653102235619191,39.8,44,0.0543185363778187,0.0572968373280386,0.0582896043114452,0.0531839455396398,0.0702964484884062,0.0504842970355151,0.0716172585852656,0.0429997064866451,16667,27796,29885
"25","1043",110,0.596153846,0.46707899475456,0.617878575325384,0.422093390351003,0.523778090290733,51.3,30.4,0.00438424802317388,0.0883112816096453,0.142096610036796,0.118687857198779,0.220737508711329,0.145289822137381,0.437496290140678,0.0960801650456823,0.0085891120373879,39.7,41.8,0.0587742198165401,0.0576246018250186,0.0645462601489713,0.0538164922281034,0.0629930966469428,0.0585552268244576,0.0664201183431953,0.0623767258382643,26134,29233,33798
"26","1045",343.3,0.601475321,0.496145237503109,0.561377585814958,0.433250519697815,0.478629011813619,34.5,30.7,0.0024869435463815,0.0920169112161154,0.184282516786869,0.12360109425516,0.249098474341193,0.159278779472954,0.426674653089747,0.112412442569858,0.0141974843714695,35.6,39.6,0.0610687022900763,0.0583509851724551,0.0673434315175253,0.0696614843531434,0.0616901873401007,0.0762977634728068,0.0819509779648428,0.0706445489807708,20290,25607,34742
"27","1047",290.7,0.590952937,0.47674738580077,0.519800767534907,0.448832035595106,0.433382770980101,52.3,50.6,0.00701706108970831,0.0587506879471657,0.112135388002201,0.119427627958173,0.184540048968171,0.168660370759007,0.418908797603272,0.0868591994382023,0.0284849016853933,37.6,40.4,0.0671887308280432,0.0636207775357954,0.0611185765256476,0.0576896344006302,0.0789245446660885,0.0622831743278404,0.0591934084995663,0.0551821335646141,18507,24685,29971
"28","1049",89.4,0.594545325,0.508838264486246,0.560967741935484,0.413798852874483,0.541149793250634,42.2,23.5,0.00756215143208243,0.0760941487853294,0.127800359202193,0.114755647981851,0.1930369801306,0.158012361630059,0.436046103029025,0.129990013883138,0.00491998928319166,38.6,39.8,0.0637118341876532,0.0564686873189213,0.0612324492979719,0.0579173166926677,0.0713233627917516,0.0615794244278269,0.0633639247677317,0.0588601858146386,21349,28457,31286
